"Step","olive-sweep-20 - Winter predictions (39h) Hub: NP15","olive-sweep-20 - Winter predictions (39h) Hub: NP15__MIN","olive-sweep-20 - Winter predictions (39h) Hub: NP15__MAX","olive-sweep-20 - Winter targets (39h) Hub: NP15","olive-sweep-20 - Winter targets (39h) Hub: NP15__MIN","olive-sweep-20 - Winter targets (39h) Hub: NP15__MAX","olive-sweep-20 - Winter predictions (39h) Hub: SP15","olive-sweep-20 - Winter predictions (39h) Hub: SP15__MIN","olive-sweep-20 - Winter predictions (39h) Hub: SP15__MAX","olive-sweep-20 - Winter targets (39h) Hub: SP15","olive-sweep-20 - Winter targets (39h) Hub: SP15__MIN","olive-sweep-20 - Winter targets (39h) Hub: SP15__MAX","olive-sweep-20 - Winter predictions (39h) Hub: ZP26","olive-sweep-20 - Winter predictions (39h) Hub: ZP26__MIN","olive-sweep-20 - Winter predictions (39h) Hub: ZP26__MAX","olive-sweep-20 - Winter targets (39h) Hub: ZP26","olive-sweep-20 - Winter targets (39h) Hub: ZP26__MIN","olive-sweep-20 - Winter targets (39h) Hub: ZP26__MAX","olive-sweep-20 - Spring predictions (39h) Hub: NP15","olive-sweep-20 - Spring predictions (39h) Hub: NP15__MIN","olive-sweep-20 - Spring predictions (39h) Hub: NP15__MAX","olive-sweep-20 - Spring targets (39h) Hub: NP15","olive-sweep-20 - Spring targets (39h) Hub: NP15__MIN","olive-sweep-20 - Spring targets (39h) Hub: NP15__MAX","olive-sweep-20 - Spring predictions (39h) Hub: SP15","olive-sweep-20 - Spring predictions (39h) Hub: SP15__MIN","olive-sweep-20 - Spring predictions (39h) Hub: SP15__MAX","olive-sweep-20 - Spring targets (39h) Hub: SP15","olive-sweep-20 - Spring targets (39h) Hub: SP15__MIN","olive-sweep-20 - Spring targets (39h) Hub: SP15__MAX","olive-sweep-20 - Spring predictions (39h) Hub: ZP26","olive-sweep-20 - Spring predictions (39h) Hub: ZP26__MIN","olive-sweep-20 - Spring predictions (39h) Hub: ZP26__MAX","olive-sweep-20 - Spring targets (39h) Hub: ZP26","olive-sweep-20 - Spring targets (39h) Hub: ZP26__MIN","olive-sweep-20 - Spring targets (39h) Hub: ZP26__MAX","olive-sweep-20 - Summer predictions (39h) Hub: NP15","olive-sweep-20 - Summer predictions (39h) Hub: NP15__MIN","olive-sweep-20 - Summer predictions (39h) Hub: NP15__MAX","olive-sweep-20 - Summer targets (39h) Hub: NP15","olive-sweep-20 - Summer targets (39h) Hub: NP15__MIN","olive-sweep-20 - Summer targets (39h) Hub: NP15__MAX","olive-sweep-20 - Summer predictions (39h) Hub: SP15","olive-sweep-20 - Summer predictions (39h) Hub: SP15__MIN","olive-sweep-20 - Summer predictions (39h) Hub: SP15__MAX","olive-sweep-20 - Summer targets (39h) Hub: SP15","olive-sweep-20 - Summer targets (39h) Hub: SP15__MIN","olive-sweep-20 - Summer targets (39h) Hub: SP15__MAX","olive-sweep-20 - Summer predictions (39h) Hub: ZP26","olive-sweep-20 - Summer predictions (39h) Hub: ZP26__MIN","olive-sweep-20 - Summer predictions (39h) Hub: ZP26__MAX","olive-sweep-20 - Summer targets (39h) Hub: ZP26","olive-sweep-20 - Summer targets (39h) Hub: ZP26__MIN","olive-sweep-20 - Summer targets (39h) Hub: ZP26__MAX","olive-sweep-20 - Fall predictions (39h) Hub: NP15","olive-sweep-20 - Fall predictions (39h) Hub: NP15__MIN","olive-sweep-20 - Fall predictions (39h) Hub: NP15__MAX","olive-sweep-20 - Fall targets (39h) Hub: NP15","olive-sweep-20 - Fall targets (39h) Hub: NP15__MIN","olive-sweep-20 - Fall targets (39h) Hub: NP15__MAX","olive-sweep-20 - Fall predictions (39h) Hub: SP15","olive-sweep-20 - Fall predictions (39h) Hub: SP15__MIN","olive-sweep-20 - Fall predictions (39h) Hub: SP15__MAX","olive-sweep-20 - Fall targets (39h) Hub: SP15","olive-sweep-20 - Fall targets (39h) Hub: SP15__MIN","olive-sweep-20 - Fall targets (39h) Hub: SP15__MAX","olive-sweep-20 - Fall predictions (39h) Hub: ZP26","olive-sweep-20 - Fall predictions (39h) Hub: ZP26__MIN","olive-sweep-20 - Fall predictions (39h) Hub: ZP26__MAX","olive-sweep-20 - Fall targets (39h) Hub: ZP26","olive-sweep-20 - Fall targets (39h) Hub: ZP26__MIN","olive-sweep-20 - Fall targets (39h) Hub: ZP26__MAX"
"168","15.693477630615234","15.693477630615234","15.693477630615234","16.43000030517578","16.43000030517578","16.43000030517578","15.33901309967041","15.33901309967041","15.33901309967041","16.350000381469727","16.350000381469727","16.350000381469727","15.68557071685791","15.68557071685791","15.68557071685791","16.540000915527344","16.540000915527344","16.540000915527344","16.600074768066406","16.600074768066406","16.600074768066406","16","16","16","15.853635787963867","15.853635787963867","15.853635787963867","15.069999694824219","15.069999694824219","15.069999694824219","15.8936767578125","15.8936767578125","15.8936767578125","15.479999542236328","15.479999542236328","15.479999542236328","18.343334197998047","18.343334197998047","18.343334197998047","18.309999465942383","18.309999465942383","18.309999465942383","18.557538986206055","18.557538986206055","18.557538986206055","18.610000610351562","18.610000610351562","18.610000610351562","17.601137161254883","17.601137161254883","17.601137161254883","18.309999465942383","18.309999465942383","18.309999465942383","26.8487606048584","26.8487606048584","26.8487606048584","31.260000228881836","31.260000228881836","31.260000228881836","22.74283218383789","22.74283218383789","22.74283218383789","22.079999923706055","22.079999923706055","22.079999923706055","22.95528221130371","22.95528221130371","22.95528221130371","22.1299991607666","22.1299991607666","22.1299991607666"
"169","15.946969985961914","15.946969985961914","15.946969985961914","15.680000305175781","15.680000305175781","15.680000305175781","15.570375442504883","15.570375442504883","15.570375442504883","15.65999984741211","15.65999984741211","15.65999984741211","15.880450248718262","15.880450248718262","15.880450248718262","15.699999809265137","15.699999809265137","15.699999809265137","14.30671501159668","14.30671501159668","14.30671501159668","15.279999732971191","15.279999732971191","15.279999732971191","13.618265151977539","13.618265151977539","13.618265151977539","14.430000305175781","14.430000305175781","14.430000305175781","13.67840576171875","13.67840576171875","13.67840576171875","14.84000015258789","14.84000015258789","14.84000015258789","17.408599853515625","17.408599853515625","17.408599853515625","20.15999984741211","20.15999984741211","20.15999984741211","17.51520538330078","17.51520538330078","17.51520538330078","20.729999542236328","20.729999542236328","20.729999542236328","16.70602798461914","16.70602798461914","16.70602798461914","20.239999771118164","20.239999771118164","20.239999771118164","30.41400146484375","30.41400146484375","30.41400146484375","32.72999954223633","32.72999954223633","32.72999954223633","26.444534301757812","26.444534301757812","26.444534301757812","28.360000610351562","28.360000610351562","28.360000610351562","26.440139770507812","26.440139770507812","26.440139770507812","28.68000030517578","28.68000030517578","28.68000030517578"
"170","16.03551483154297","16.03551483154297","16.03551483154297","14.449999809265137","14.449999809265137","14.449999809265137","15.637502670288086","15.637502670288086","15.637502670288086","14.489999771118164","14.489999771118164","14.489999771118164","15.94189167022705","15.94189167022705","15.94189167022705","14.470000267028809","14.470000267028809","14.470000267028809","14.286043167114258","14.286043167114258","14.286043167114258","15.680000305175781","15.680000305175781","15.680000305175781","13.533203125","13.533203125","13.533203125","14.8100004196167","14.8100004196167","14.8100004196167","13.659926414489746","13.659926414489746","13.659926414489746","15.220000267028809","15.220000267028809","15.220000267028809","17.06328010559082","17.06328010559082","17.06328010559082","19.780000686645508","19.780000686645508","19.780000686645508","17.137847900390625","17.137847900390625","17.137847900390625","20.329999923706055","20.329999923706055","20.329999923706055","16.315364837646484","16.315364837646484","16.315364837646484","19.889999389648438","19.889999389648438","19.889999389648438","37.098392486572266","37.098392486572266","37.098392486572266","34.63999938964844","34.63999938964844","34.63999938964844","33.7088623046875","33.7088623046875","33.7088623046875","32.459999084472656","32.459999084472656","32.459999084472656","33.17649841308594","33.17649841308594","33.17649841308594","32.619998931884766","32.619998931884766","32.619998931884766"
"171","15.842867851257324","15.842867851257324","15.842867851257324","11.619999885559082","11.619999885559082","11.619999885559082","15.435782432556152","15.435782432556152","15.435782432556152","11.380000114440918","11.380000114440918","11.380000114440918","15.730158805847168","15.730158805847168","15.730158805847168","11.430000305175781","11.430000305175781","11.430000305175781","15.088414192199707","15.088414192199707","15.088414192199707","16.600000381469727","16.600000381469727","16.600000381469727","14.32058334350586","14.32058334350586","14.32058334350586","15.539999961853027","15.539999961853027","15.539999961853027","14.486185073852539","14.486185073852539","14.486185073852539","16.030000686645508","16.030000686645508","16.030000686645508","16.519487380981445","16.519487380981445","16.519487380981445","20.020000457763672","20.020000457763672","20.020000457763672","16.554410934448242","16.554410934448242","16.554410934448242","20.489999771118164","20.489999771118164","20.489999771118164","15.749662399291992","15.749662399291992","15.749662399291992","20.110000610351562","20.110000610351562","20.110000610351562","46.20860290527344","46.20860290527344","46.20860290527344","69.11000061035156","69.11000061035156","69.11000061035156","43.98204040527344","43.98204040527344","43.98204040527344","67.19000244140625","67.19000244140625","67.19000244140625","42.6427001953125","42.6427001953125","42.6427001953125","67.18000030517578","67.18000030517578","67.18000030517578"
"172","15.275115013122559","15.275115013122559","15.275115013122559","14.010000228881836","14.010000228881836","14.010000228881836","14.881223678588867","14.881223678588867","14.881223678588867","13.760000228881836","13.760000228881836","13.760000228881836","15.152695655822754","15.152695655822754","15.152695655822754","13.84000015258789","13.84000015258789","13.84000015258789","16.684995651245117","16.684995651245117","16.684995651245117","16.329999923706055","16.329999923706055","16.329999923706055","15.837577819824219","15.837577819824219","15.837577819824219","15.319999694824219","15.319999694824219","15.319999694824219","16.063175201416016","16.063175201416016","16.063175201416016","15.789999961853027","15.789999961853027","15.789999961853027","15.831549644470215","15.831549644470215","15.831549644470215","17.81999969482422","17.81999969482422","17.81999969482422","15.820326805114746","15.820326805114746","15.820326805114746","18.030000686645508","18.030000686645508","18.030000686645508","15.045060157775879","15.045060157775879","15.045060157775879","17.770000457763672","17.770000457763672","17.770000457763672","52.57362747192383","52.57362747192383","52.57362747192383","142.9499969482422","142.9499969482422","142.9499969482422","51.58881378173828","51.58881378173828","51.58881378173828","124.68000030517578","124.68000030517578","124.68000030517578","49.610450744628906","49.610450744628906","49.610450744628906","136.42999267578125","136.42999267578125","136.42999267578125"
"173","14.847893714904785","14.847893714904785","14.847893714904785","13.680000305175781","13.680000305175781","13.680000305175781","14.460017204284668","14.460017204284668","14.460017204284668","13.430000305175781","13.430000305175781","13.430000305175781","14.71135425567627","14.71135425567627","14.71135425567627","13.5","13.5","13.5","17.59769630432129","17.59769630432129","17.59769630432129","16.420000076293945","16.420000076293945","16.420000076293945","16.450756072998047","16.450756072998047","16.450756072998047","14.949999809265137","14.949999809265137","14.949999809265137","16.835975646972656","16.835975646972656","16.835975646972656","16.030000686645508","16.030000686645508","16.030000686645508","15.247906684875488","15.247906684875488","15.247906684875488","16.889999389648438","16.889999389648438","16.889999389648438","15.201444625854492","15.201444625854492","15.201444625854492","16.81999969482422","16.81999969482422","16.81999969482422","14.433082580566406","14.433082580566406","14.433082580566406","16.559999465942383","16.559999465942383","16.559999465942383","54.104209899902344","54.104209899902344","54.104209899902344","57.93000030517578","57.93000030517578","57.93000030517578","53.78501892089844","53.78501892089844","53.78501892089844","52.61000061035156","52.61000061035156","52.61000061035156","51.65982437133789","51.65982437133789","51.65982437133789","55.119998931884766","55.119998931884766","55.119998931884766"
"174","14.47736644744873","14.47736644744873","14.47736644744873","11.630000114440918","11.630000114440918","11.630000114440918","14.089789390563965","14.089789390563965","14.089789390563965","11.5","11.5","11.5","14.330975532531738","14.330975532531738","14.330975532531738","11.510000228881836","11.510000228881836","11.510000228881836","14.822430610656738","14.822430610656738","14.822430610656738","17.920000076293945","17.920000076293945","17.920000076293945","12.65199089050293","12.65199089050293","12.65199089050293","6.449999809265137","6.449999809265137","6.449999809265137","13.648484230041504","13.648484230041504","13.648484230041504","18.549999237060547","18.549999237060547","18.549999237060547","14.598751068115234","14.598751068115234","14.598751068115234","13.319999694824219","13.319999694824219","13.319999694824219","14.51517105102539","14.51517105102539","14.51517105102539","13.210000038146973","13.210000038146973","13.210000038146973","13.766271591186523","13.766271591186523","13.766271591186523","12.90999984741211","12.90999984741211","12.90999984741211","51.97571563720703","51.97571563720703","51.97571563720703","42.84000015258789","42.84000015258789","42.84000015258789","51.70691680908203","51.70691680908203","51.70691680908203","42.16999816894531","42.16999816894531","42.16999816894531","49.89159393310547","49.89159393310547","49.89159393310547","41.81999969482422","41.81999969482422","41.81999969482422"
"175","14.011944770812988","14.011944770812988","14.011944770812988","12.359999656677246","12.359999656677246","12.359999656677246","13.624617576599121","13.624617576599121","13.624617576599121","12.25","12.25","12.25","13.850037574768066","13.850037574768066","13.850037574768066","12.25","12.25","12.25","10.29736042022705","10.29736042022705","10.29736042022705","12","12","12","7.181793689727783","7.181793689727783","7.181793689727783","-0.8799999952316284","-0.8799999952316284","-0.8799999952316284","8.775989532470703","8.775989532470703","8.775989532470703","8.789999961853027","8.789999961853027","8.789999961853027","14.044754981994629","14.044754981994629","14.044754981994629","14.84000015258789","14.84000015258789","14.84000015258789","13.934985160827637","13.934985160827637","13.934985160827637","14.680000305175781","14.680000305175781","14.680000305175781","13.188701629638672","13.188701629638672","13.188701629638672","14.279999732971191","14.279999732971191","14.279999732971191","46.681434631347656","46.681434631347656","46.681434631347656","38.630001068115234","38.630001068115234","38.630001068115234","45.91868591308594","45.91868591308594","45.91868591308594","37.90999984741211","37.90999984741211","37.90999984741211","44.81922912597656","44.81922912597656","44.81922912597656","37.68000030517578","37.68000030517578","37.68000030517578"
"176","13.511811256408691","13.511811256408691","13.511811256408691","13.579999923706055","13.579999923706055","13.579999923706055","13.124909400939941","13.124909400939941","13.124909400939941","13.529999732971191","13.529999732971191","13.529999732971191","13.337637901306152","13.337637901306152","13.337637901306152","13.520000457763672","13.520000457763672","13.520000457763672","6.469022750854492","6.469022750854492","6.469022750854492","10.680000305175781","10.680000305175781","10.680000305175781","3.3357818126678467","3.3357818126678467","3.3357818126678467","-1.909999966621399","-1.909999966621399","-1.909999966621399","5.009039878845215","5.009039878845215","5.009039878845215","2.4700000286102295","2.4700000286102295","2.4700000286102295","14.087559700012207","14.087559700012207","14.087559700012207","16.219999313354492","16.219999313354492","16.219999313354492","13.989901542663574","13.989901542663574","13.989901542663574","16.200000762939453","16.200000762939453","16.200000762939453","13.17924976348877","13.17924976348877","13.17924976348877","15.600000381469727","15.600000381469727","15.600000381469727","42.05863952636719","42.05863952636719","42.05863952636719","36.66999816894531","36.66999816894531","36.66999816894531","40.69654846191406","40.69654846191406","40.69654846191406","36.08000183105469","36.08000183105469","36.08000183105469","40.224449157714844","40.224449157714844","40.224449157714844","35.95000076293945","35.95000076293945","35.95000076293945"
"177","12.975363731384277","12.975363731384277","12.975363731384277","15.229999542236328","15.229999542236328","15.229999542236328","12.592507362365723","12.592507362365723","12.592507362365723","15.229999542236328","15.229999542236328","15.229999542236328","12.793295860290527","12.793295860290527","12.793295860290527","15.180000305175781","15.180000305175781","15.180000305175781","2.6735339164733887","2.6735339164733887","2.6735339164733887","9.59000015258789","9.59000015258789","9.59000015258789","0.02424675226211548","0.02424675226211548","0.02424675226211548","-3.359999895095825","-3.359999895095825","-3.359999895095825","1.5209764242172241","1.5209764242172241","1.5209764242172241","-1.309999942779541","-1.309999942779541","-1.309999942779541","15.622992515563965","15.622992515563965","15.622992515563965","16.649999618530273","16.649999618530273","16.649999618530273","15.62523078918457","15.62523078918457","15.62523078918457","16.350000381469727","16.350000381469727","16.350000381469727","14.594542503356934","14.594542503356934","14.594542503356934","15.859999656677246","15.859999656677246","15.859999656677246","37.532920837402344","37.532920837402344","37.532920837402344","34.68000030517578","34.68000030517578","34.68000030517578","35.5135612487793","35.5135612487793","35.5135612487793","33.470001220703125","33.470001220703125","33.470001220703125","35.602237701416016","35.602237701416016","35.602237701416016","33.63999938964844","33.63999938964844","33.63999938964844"
